round,train_loss,train_top1,train_top5,train2_loss,train2_top1,train2_top5,test_loss,test_top1,test_top5
4,1.0352,65.3942,98.5062,1.4482,47.1195,96.8186,1.5978,43.7400,96.4800
8,0.6734,76.8082,99.6855,1.0128,65.0877,98.5965,0.9432,67.0700,98.7000
12,0.5970,80.4452,99.7615,0.8127,71.3749,99.4741,0.8028,73.1000,99.0500
16,0.4656,84.4378,99.7992,1.0217,62.8829,98.8288,0.8040,72.5000,98.8200
20,0.5181,81.4564,99.5766,0.7955,67.0908,99.6607,0.6869,73.8400,99.5000
24,0.3430,86.8755,100.0000,0.7110,76.1991,99.2760,0.7648,73.4500,99.2300
28,0.5811,80.5631,99.6367,0.7322,74.4053,98.9534,0.6843,75.4800,99.5000
32,0.4344,84.4186,99.7674,0.7283,74.3709,99.3476,0.6259,78.0600,99.3600
36,0.3660,86.8182,99.7727,0.4331,84.7934,99.4215,0.6193,77.3800,99.3200
40,0.3391,88.0212,99.4693,0.3488,87.9596,99.8162,0.5891,78.5900,99.3000
44,0.3126,89.0480,99.9158,0.3361,88.8987,99.5595,0.5442,79.9600,99.6000
48,0.3010,88.3363,100.0000,0.6322,76.8014,99.2970,0.5525,79.5500,99.4800
52,0.3860,85.3333,99.8222,0.5329,78.1648,99.7451,0.5597,79.9100,99.5100
56,0.4535,82.9611,99.6691,0.4854,81.6275,99.6644,0.5404,80.1300,99.3300
60,0.3264,88.5159,99.8233,0.6107,78.7830,99.1193,0.5441,81.4400,99.0500
64,0.2824,89.5483,99.9114,0.4998,81.9646,99.4364,0.5223,80.9500,99.5200
68,0.2885,88.7868,99.8162,0.6910,75.5962,99.1256,0.5510,79.9800,99.5800
72,0.3872,84.8776,99.7378,0.5255,81.6062,99.4819,0.4988,81.9300,99.4600
76,0.3656,86.1451,99.9185,0.3511,86.8217,99.7416,0.4450,84.2100,99.5700
80,0.3508,86.4840,99.8174,0.3953,87.0941,99.6669,0.4448,84.0100,99.5700
84,0.3356,87.1094,99.6875,0.5547,80.9645,99.4924,0.5738,80.1800,99.5000
88,0.3040,88.4648,99.8304,0.3680,87.8343,99.5686,0.4353,84.4400,99.6500
92,0.2827,90.2778,99.7807,0.5507,80.4700,99.1896,0.5209,81.9000,99.4100
96,0.2588,92.0241,99.7743,0.6158,77.6206,99.1681,0.4955,83.4400,99.3800
100,0.2685,90.3646,99.8264,0.5479,80.2357,98.9121,0.5255,82.2900,99.2300
104,0.4753,83.6364,99.6537,0.6189,77.1186,99.7458,0.5840,78.5700,99.6300
108,0.4771,83.0806,99.6808,0.5792,79.5436,99.1850,0.4756,83.9200,99.5200
112,0.3745,86.7067,99.7427,0.3255,89.0909,99.7521,0.4863,83.0300,99.5300
116,0.2970,88.0558,99.8256,0.4661,83.3483,99.7300,0.4780,82.4300,99.6300
120,0.2091,92.7176,99.9112,0.3118,89.4361,99.7145,0.4339,84.5300,99.6400
124,0.3033,90.3748,99.8296,0.4769,82.2145,99.3897,0.4821,84.0900,99.5700
128,0.3216,88.4034,99.7479,0.3645,87.5657,99.7373,0.4417,84.7900,99.5400
132,0.3531,86.3071,99.9170,0.3636,86.6494,99.8277,0.4338,84.8700,99.7000
136,0.2892,89.2282,99.5759,0.3462,88.5502,99.8353,0.4450,84.2300,99.5800
140,0.1999,92.4084,100.0000,0.5814,80.9898,99.4501,0.4957,83.2900,99.4500
144,0.2397,90.8769,99.8229,0.4558,84.0474,99.4531,0.4712,84.1100,99.5600
148,0.3755,87.2874,100.0000,0.4395,84.7018,99.4814,0.4488,84.1900,99.6800
152,0.2280,91.5960,99.8458,0.4266,86.0180,99.5912,0.4580,83.8000,99.6300
156,0.3562,86.7363,99.6785,0.4243,83.8095,99.8639,0.4433,84.3500,99.6900
160,0.3013,88.8982,99.9165,0.4444,84.2895,99.4704,0.4266,85.1200,99.5800
164,0.1974,92.5121,99.9195,0.4432,84.5343,99.6485,0.5822,80.7700,99.4900
168,0.3266,88.1443,99.8282,0.3755,86.6725,99.8258,0.4254,84.8800,99.6400
172,0.2702,91.0351,100.0000,0.3870,86.3833,100.0000,0.4759,84.1200,99.5400
176,0.2259,91.2134,99.9163,0.3697,87.2445,99.8365,0.4981,82.8200,99.5900
180,0.2164,92.8144,99.9145,0.4155,85.5939,99.4945,0.4338,84.8900,99.5600
184,0.4237,84.8958,99.9132,0.5467,82.1192,99.5861,0.6041,79.0400,99.6800
188,0.3043,88.7204,99.7156,0.2714,89.5238,99.5238,0.4534,84.2400,99.6700
192,0.2918,89.0411,99.9194,0.3410,88.3503,99.6599,0.4204,85.1300,99.6800
196,0.2233,91.7692,99.4324,0.4020,86.5320,99.9158,0.4051,85.7200,99.6400
200,0.1734,94.2092,99.9136,0.3313,87.5397,99.7619,0.4046,86.2200,99.5200
204,0.1952,92.4731,100.0000,0.4922,81.5767,99.0574,0.4004,86.3800,99.5600
208,0.2264,91.9200,99.9200,0.3035,89.8667,99.8222,0.4016,86.3300,99.6100
212,0.2756,90.1338,100.0000,0.5955,79.4486,99.7494,0.4400,85.5100,99.6200
216,0.3658,86.7187,99.6094,0.3735,86.5009,100.0000,0.3794,86.7600,99.7000
220,0.2863,90.0770,99.8289,0.2670,90.1896,99.5878,0.3644,87.2000,99.6900
224,0.2897,89.8960,99.8514,0.2732,90.1770,99.8230,0.3824,86.7100,99.6600
228,0.1926,93.0353,99.8280,0.3002,89.4622,99.7093,0.4271,85.5300,99.5800
232,0.3372,88.1536,99.9183,0.3183,89.0435,99.6522,0.4171,85.0600,99.7400
236,0.2707,90.9864,100.0000,0.3432,87.1468,99.9088,0.4510,84.9300,99.6400
240,0.1899,94.5487,100.0000,0.4405,84.7882,99.7407,0.4663,85.0700,99.6600
244,0.2691,90.2685,99.9161,0.3632,86.9028,99.5881,0.4265,85.3900,99.6600
248,0.2001,92.3994,99.7019,0.3941,85.8407,99.4368,0.4317,85.6500,99.5700
252,0.2587,91.1094,99.6960,0.3275,89.0875,99.8119,0.4650,85.4100,99.6100
256,0.2454,90.8742,99.8466,0.2379,91.7541,99.7001,0.4172,86.0200,99.5800
260,0.4322,85.3226,99.8387,0.2684,90.1118,99.8280,0.3701,87.1500,99.6400
264,0.1422,94.8699,100.0000,0.6422,79.5536,99.6429,0.5091,84.4300,99.5300
268,0.1777,93.1667,100.0000,0.4013,86.7216,99.7253,0.4140,86.2500,99.6300
272,0.2023,92.8331,100.0000,0.3382,87.6396,100.0000,0.4531,85.4600,99.5300
276,0.2596,90.4600,100.0000,0.3217,89.1868,99.5532,0.3539,87.4500,99.6400
280,0.2435,91.1056,99.8337,0.3846,85.3906,100.0000,0.4031,86.0600,99.6600
284,0.2605,90.4075,99.9151,0.2444,90.7097,99.9355,0.4482,84.2900,99.7200
288,0.2681,91.0759,99.6664,0.4585,84.9302,99.9070,0.3922,86.8600,99.5800
