round,train_loss,train_top1,train_top5,train2_loss,train2_top1,train2_top5,test_loss,test_top1,test_top5
4,1.8586,57.9278,99.2151,3.3907,33.6149,95.1014,3.3795,29.5900,95.6100
8,2.5398,43.4747,97.7977,3.2387,25.2133,95.7331,3.1218,30.3700,96.5600
12,1.8950,54.3992,99.1485,1.8481,50.3279,99.3443,2.5079,38.1900,99.0100
16,1.0652,61.8132,99.3590,1.0401,63.5609,98.9852,1.1613,59.7300,99.3100
20,1.4008,63.4025,99.7510,2.2851,44.4188,98.1524,1.8486,51.1100,97.7900
24,0.9510,61.9485,99.4485,1.2301,55.2980,99.0066,1.1607,56.3400,99.2400
28,2.2941,50.0805,98.2287,1.9713,54.3630,99.2147,2.3982,44.9300,98.7100
32,1.2512,59.3204,99.9029,1.0623,69.2029,99.2754,1.1263,66.9500,98.9900
36,1.3106,59.8109,99.9212,2.1542,48.4536,99.4845,1.5261,60.5900,99.4600
40,0.8977,65.9537,99.9109,0.7678,73.6744,99.9070,1.3747,57.0700,99.5900
44,0.6999,77.7968,99.8292,1.4121,55.9701,98.6733,0.9081,72.1800,98.7900
48,1.3325,61.5324,99.1400,1.6129,57.7549,97.6864,1.8848,51.8500,97.8200
52,0.8532,69.7071,99.6653,1.8831,45.4173,99.5908,1.6626,52.5000,99.6400
56,0.8310,75.5656,99.6380,0.5847,83.2907,99.8295,1.3836,62.1700,99.0200
60,0.7282,78.7948,99.7712,1.1488,67.6806,98.6312,1.2363,67.4900,98.5200
64,0.6782,79.9497,100.0000,0.9297,72.8514,99.5181,1.3323,67.7800,98.3500
68,0.5444,84.7335,99.7290,0.7133,80.0638,99.6013,1.2284,66.9000,97.9400
72,0.5485,81.3389,99.9163,1.2503,64.2743,99.2823,1.0326,69.9300,99.3700
76,0.4496,85.3426,100.0000,0.7141,78.3874,99.5012,0.7040,78.8100,99.3300
80,1.0742,57.3272,99.9078,0.8574,69.7315,99.7559,1.2229,65.0000,99.5400
84,0.4011,87.0061,99.7366,0.3716,86.7074,99.7708,0.6414,80.3100,99.3700
