round,train_loss,train_top1,train_top5,train2_loss,train2_top1,train2_top5,test_loss,test_top1,test_top5
4,1.0455,64.7676,98.9505,2.1958,38.2764,89.8292,2.6810,31.6700,80.2300
8,1.2631,63.9269,89.9543,1.3967,54.2835,92.6459,1.4576,55.2400,89.6300
12,0.4276,87.8470,99.3248,0.7279,74.8006,96.9697,0.8638,69.5200,97.3900
16,0.9444,65.5806,99.1646,1.5047,50.8562,98.2021,1.3743,54.1100,98.1600
20,1.8626,61.0895,98.9883,1.6250,55.3707,98.4871,1.6535,54.8700,98.4600
24,0.3623,89.9915,99.3215,0.6048,79.6220,98.9318,0.8230,72.8800,98.0200
28,0.3253,90.9610,99.2388,0.4738,85.8833,98.9748,0.4850,84.9100,98.8300
32,0.3073,90.5518,99.5819,0.5323,82.4473,98.5654,0.5192,82.8400,98.8600
36,0.2200,93.4326,99.7373,0.5042,84.0000,98.6957,0.6519,79.2400,98.3500
40,0.5616,82.8091,98.9759,1.1529,65.5411,97.5441,0.7319,77.7100,98.5300
44,0.3509,88.9462,99.6315,0.5002,84.7902,99.0385,0.4373,86.9000,98.9000
48,0.3246,89.6057,99.7312,0.4951,82.7504,99.4436,0.6115,79.3900,98.8000
52,0.2846,92.1424,99.4627,0.6417,76.5125,98.3986,0.5448,81.7400,98.8800
56,0.1862,95.3629,99.8992,0.8263,71.5166,98.2294,0.5382,81.5000,98.9700
60,0.4396,84.9539,99.2835,0.4539,85.8366,98.9883,0.4431,85.3800,99.1200
64,0.2950,91.1041,99.5234,0.9504,66.9803,97.1771,0.5637,81.6300,98.9100
68,0.2621,92.2754,99.9160,0.4597,85.7915,99.0734,0.4269,86.7600,99.1700
72,0.3178,89.8467,99.6169,0.8011,74.6341,98.0488,0.5529,82.8200,98.9800
76,0.2335,92.8947,100.0000,0.4084,87.6218,99.1228,0.5454,81.3400,99.1800
80,0.6777,83.9241,99.4937,0.3979,88.4838,99.5029,0.9865,74.3500,98.6400
84,0.2463,92.6534,99.8573,0.3294,92.1534,99.4769,0.5087,84.6900,98.9200
88,0.3772,87.6823,99.5948,0.5241,82.0769,99.3077,0.5737,81.2300,99.0500
92,0.2734,92.2767,99.6782,0.3683,89.4198,99.4027,0.4622,85.9100,99.1600
96,0.2698,91.4688,99.6482,0.6624,77.9595,98.5612,0.5201,82.4100,98.9700
100,0.3548,89.2857,99.4774,0.4856,83.1740,99.2352,0.4021,87.7100,99.3300
104,0.3392,90.1385,99.3480,0.3610,87.7551,99.3721,0.4056,87.6700,99.1400
108,0.2567,91.9941,99.8517,0.3849,87.7614,99.3803,0.4432,85.8100,99.1100
112,0.2367,92.9312,99.5287,0.4558,85.8805,99.2242,0.4040,87.0900,99.2400
116,0.2982,90.6022,99.6350,0.3397,90.2693,99.3050,0.4446,85.7400,99.2500
