round,train_loss,train_top1,train_top5,train2_loss,train2_top1,train2_top5,test_loss,test_top1,test_top5
4,1.9860,29.7601,79.5352,2.8625,0.0000,60.9472,2.8881,9.5800,50.5000
8,2.6025,31.8721,84.5662,4.1465,0.0000,31.1600,3.6008,11.3500,57.2700
12,2.0222,18.6797,84.7712,2.7208,21.1324,68.1021,2.7750,11.3500,51.4800
16,1.7709,31.1612,92.8154,3.9192,12.3288,24.9144,3.4925,8.9300,49.1800
20,1.6573,52.7626,100.0000,4.2024,18.4569,62.1029,4.9562,10.0900,53.0400
24,1.8105,27.3113,88.8889,2.2136,12.0789,69.6795,2.7040,12.6000,54.5700
28,2.9424,29.7812,74.2150,4.0916,7.3344,35.9621,3.9167,11.3500,52.5300
32,1.9769,22.9097,88.7960,2.8093,5.2321,57.0464,2.7005,11.3800,55.7800
36,1.4836,48.3363,100.0000,3.2796,31.6522,38.0000,3.1561,18.8700,51.6300
40,2.4792,37.1617,75.7132,2.9050,20.4912,81.4275,3.4439,9.5800,56.6500
44,2.0294,28.5188,88.7251,3.1222,16.3462,34.2657,2.9405,9.8000,58.0000
48,2.0765,25.3584,83.7814,3.0003,0.0000,69.3959,2.9849,10.0900,64.3400
52,1.8425,27.9382,82.2700,2.9574,0.6228,43.8612,2.7395,12.1800,49.9900
56,1.7035,37.1976,93.2460,4.3157,0.0000,43.9569,3.7280,9.8000,50.3700
60,2.3388,29.0686,77.8915,2.5475,16.0311,90.1167,3.0198,9.8200,63.2500
64,1.8085,25.5759,85.7029,3.3119,0.2566,44.8246,2.7285,9.8700,53.7300
68,1.6552,29.4710,100.0000,3.0935,10.5792,65.3282,3.1516,10.0900,50.0900
72,1.5553,35.2490,100.0000,2.6832,23.0244,69.6585,3.5334,10.3200,51.5300
76,1.8320,37.6316,100.0000,4.2958,7.7973,39.6686,3.9998,10.0900,51.1000
80,2.2039,46.7089,100.0000,4.6041,12.8418,66.5286,5.3577,10.2800,54.3400
84,1.7320,37.7318,88.6591,2.7695,15.6931,73.9320,3.2690,12.5600,57.6300
88,1.8270,35.9806,89.7893,3.2513,0.0000,61.8462,3.1764,8.9200,54.6800
92,1.8882,31.2953,91.0700,2.2617,21.1604,83.8737,3.0690,9.5900,51.1600
96,1.9922,26.9129,88.8303,3.6384,0.2616,65.9908,3.4148,11.4500,70.2200
100,2.0467,27.7875,81.0976,3.1571,5.5449,55.3537,2.8185,10.2900,66.5900
104,1.7714,25.9984,86.7971,2.5571,14.6782,56.6719,2.7408,9.8000,49.7800
108,2.3921,25.5745,83.3210,3.4799,19.2099,67.4671,3.8979,12.5400,59.2300
112,2.5340,23.2799,69.6513,3.2204,5.2754,65.6323,3.1268,10.2900,63.0300
116,1.7464,28.7409,91.6058,3.0961,2.2589,40.0521,2.7340,11.1100,51.4300
120,1.4723,41.5240,100.0000,4.1098,17.0588,45.7843,3.9974,14.1200,52.1400
124,1.6965,40.4470,98.3417,2.4909,15.0358,73.1106,2.3827,17.6600,72.5200
128,2.0142,27.0025,80.5945,2.3228,9.8312,74.9752,2.5719,11.0400,56.8900
132,1.9824,65.6064,87.4089,4.9393,14.5125,64.5503,4.4591,20.7500,62.0000
