round,train_loss,train_top1,train_top5,train2_loss,train2_top1,train2_top5,test_loss,test_top1,test_top5
4,2.0015,53.0189,85.4717,2.3059,11.6340,57.7778,2.3474,10.0000,50.6000
8,2.1587,15.3320,92.7734,2.2107,7.3394,67.5841,2.3217,10.0044,50.4122
12,2.1526,20.3565,64.9156,2.2239,4.3704,79.7086,2.3533,14.5089,50.8078
16,2.0513,16.7572,67.7536,2.0162,20.9231,68.5128,2.4052,10.6800,53.5800
20,1.9213,28.9382,85.4142,2.7215,7.7681,32.0569,2.4188,13.0233,53.2911
24,1.9438,31.4685,95.5245,2.5630,1.0695,17.1123,2.3500,10.9378,54.0700
28,1.8091,39.9249,83.1039,2.1932,19.6013,54.9280,2.2808,17.6522,62.4289
32,2.0396,32.9356,76.7303,2.2306,8.6142,72.2846,2.2889,10.6378,60.6956
36,1.9360,27.8781,94.2438,2.3185,7.1514,64.8391,2.2925,12.1333,59.9133
40,2.1282,14.3973,83.4821,2.1271,19.1797,79.0109,2.2457,15.9922,65.0844
44,1.9085,28.6631,87.5936,2.3740,14.5588,58.9706,2.2654,14.1600,62.6967
48,2.1101,24.2390,76.4374,2.1629,9.6181,73.9745,2.1377,19.0511,72.6611
52,1.9268,38.8430,89.6104,2.3182,3.3136,63.9053,2.2152,16.8667,67.3378
56,1.9952,30.2997,84.5727,2.1954,19.4139,60.0733,2.1959,15.4633,66.6333
60,1.7018,47.3274,94.5434,1.7974,44.3425,88.3792,2.2991,14.7500,61.1567
64,2.7402,26.5283,85.3518,4.8690,0.0000,50.6037,4.4529,10.1711,56.9333
68,1.8523,35.3459,87.4214,2.0598,33.7953,80.8102,2.3122,13.5000,66.3544
72,1.9393,35.2113,77.8169,2.3713,11.6615,73.7874,2.3736,16.9533,68.5867
76,1.5482,50.2146,94.8498,2.4309,12.2619,68.9286,2.3619,16.4300,70.3644
80,1.9249,29.3998,82.6043,2.0801,18.1081,75.5405,2.1544,17.5811,70.9956
84,2.1552,19.8307,63.1197,2.0270,21.9327,78.6102,2.1359,17.1522,70.5467
88,1.8919,31.1864,89.6045,2.6221,20.1681,75.1050,2.6674,15.7733,67.4600
92,1.9741,21.1514,81.8523,2.1482,9.0271,72.9188,2.2218,14.3744,66.2711
96,1.7615,45.3988,92.4847,2.2145,8.2305,65.1235,2.1793,11.8944,70.9944
100,1.8693,34.7610,84.9602,2.3678,16.7587,58.6556,2.1473,21.4411,70.6444
104,2.1063,21.2632,80.5263,1.6179,44.0085,87.0626,2.3647,14.7411,75.8144
108,2.0629,24.2591,77.9363,2.3164,20.9552,71.0526,2.3740,17.2478,71.7989
112,1.7676,34.2520,93.8320,2.1833,20.3835,71.6448,2.3735,17.5067,69.5922
116,1.8343,18.7956,91.5146,2.3505,5.6009,59.9767,2.2098,17.2844,67.8567
120,1.7255,45.8924,86.9688,2.5598,17.1756,58.1107,2.5078,16.8689,73.2533
124,1.7738,28.9823,93.0310,2.4122,12.8028,82.8143,2.3452,16.3833,72.6867
128,2.4019,19.4575,87.0283,3.1772,0.0000,58.1731,3.0063,10.0900,57.3500
132,2.1399,19.8041,78.7813,2.6358,10.1617,61.8938,2.4856,12.4833,67.7911
136,3.1343,11.5894,74.2826,3.0786,10.0775,64.3411,3.5522,13.4922,62.4533
