round,distance
0,10.0000
1,9.4168
2,8.8676
3,8.3504
4,7.8634
5,7.4048
6,6.9730
7,6.5663
8,6.1834
9,5.8228
10,5.4832
11,5.1634
12,4.8623
13,4.5787
14,4.3117
15,4.0602
16,3.8234
17,3.6004
18,3.3904
19,3.1927
20,3.0065
21,2.8312
22,2.6661
23,2.5106
24,2.3642
25,2.2263
26,2.0964
27,1.9742
28,1.8590
29,1.7506
30,1.6485
31,1.5524
32,1.4618
33,1.3766
34,1.2963
35,1.2207
36,1.1495
37,1.0825
38,1.0193
39,0.9599
40,0.9039
41,0.8512
42,0.8016
43,0.7548
44,0.7108
45,0.6693
46,0.6303
47,0.5935
48,0.5589
49,0.5263
50,0.4956
51,0.4667
52,0.4395
53,0.4139
54,0.3897
55,0.3670
56,0.3456
57,0.3254
58,0.3065
59,0.2886
60,0.2718
61,0.2559
62,0.2410
63,0.2269
64,0.2137
65,0.2012
66,0.1895
67,0.1784
68,0.1680
69,0.1582
70,0.1490
71,0.1403
72,0.1321
73,0.1244
74,0.1172
75,0.1103
76,0.1039
77,0.0978
78,0.0921
79,0.0868
80,0.0817
81,0.0769
82,0.0725
83,0.0682
84,0.0642
85,0.0605
86,0.0570
87,0.0537
88,0.0505
89,0.0476
90,0.0448
91,0.0422
92,0.0397
93,0.0374
94,0.0352
95,0.0332
96,0.0312
97,0.0294
98,0.0277
99,0.0261
100,0.0246
101,0.0231
102,0.0218
103,0.0205
104,0.0193
105,0.0182
106,0.0171
107,0.0161
108,0.0152
109,0.0143
110,0.0135
111,0.0127
112,0.0119
113,0.0112
114,0.0106
115,0.0100
116,0.0094
117,0.0088
118,0.0083
119,0.0078
120,0.0074
121,0.0070
122,0.0065
123,0.0062
124,0.0058
125,0.0055
126,0.0051
127,0.0048
128,0.0046
129,0.0043
130,0.0040
131,0.0038
132,0.0036
133,0.0034
134,0.0032
135,0.0030
136,0.0028
137,0.0027
138,0.0025
139,0.0024
140,0.0022
141,0.0021
142,0.0020
143,0.0019
144,0.0017
145,0.0016
146,0.0015
147,0.0015
148,0.0014
149,0.0013
150,0.0012
151,0.0011
152,0.0011
153,0.0010
154,0.0010
155,0.0009
156,0.0008
157,0.0008
158,0.0008
159,0.0007
160,0.0007
161,0.0006
162,0.0006
163,0.0006
164,0.0005
165,0.0005
166,0.0005
167,0.0004
168,0.0004
169,0.0004
170,0.0004
171,0.0003
172,0.0003
173,0.0003
174,0.0003
175,0.0003
176,0.0003
177,0.0002
178,0.0002
179,0.0002
180,0.0002
181,0.0002
182,0.0002
183,0.0002
184,0.0002
185,0.0001
186,0.0001
187,0.0001
188,0.0001
189,0.0001
190,0.0001
191,0.0001
192,0.0001
193,0.0001
194,0.0001
195,0.0001
196,0.0001
197,0.0001
198,0.0001
199,0.0001
200,0.0001
201,0.0001
202,0.0001
203,0.0001
204,0.0000
205,0.0000
206,0.0000
207,0.0000
208,0.0000
209,0.0000
210,0.0000
211,0.0000
212,0.0000
213,0.0000
214,0.0000
215,0.0000
216,0.0000
217,0.0000
218,0.0000
219,0.0000
220,0.0000
221,0.0000
222,0.0000
223,0.0000
224,0.0000
225,0.0000
226,0.0000
227,0.0000
228,0.0000
229,0.0000
230,0.0000
231,0.0000
232,0.0000
233,0.0000
234,0.0000
235,0.0000
236,0.0000
237,0.0000
238,0.0000
239,0.0000
240,0.0000
241,0.0000
242,0.0000
243,0.0000
244,0.0000
245,0.0000
246,0.0000
247,0.0000
248,0.0000
249,0.0000
250,0.0000
251,0.0000
252,0.0000
253,0.0000
254,0.0000
255,0.0000
256,0.0000
257,0.0000
258,0.0000
259,0.0000
260,0.0000
261,0.0000
262,0.0000
263,0.0000
264,0.0000
265,0.0000
266,0.0000
267,0.0000
268,0.0000
269,0.0000
270,0.0000
271,0.0000
272,0.0000
273,0.0000
274,0.0000
275,0.0000
276,0.0000
277,0.0000
278,0.0000
279,0.0000
280,0.0000
281,0.0000
282,0.0000
283,0.0000
284,0.0000
285,0.0000
286,0.0000
287,0.0000
288,0.0000
289,0.0000
290,0.0000
291,0.0000
292,0.0000
293,0.0000
294,0.0000
295,0.0000
296,0.0000
297,0.0000
298,0.0000
299,0.0000
300,0.0000
301,0.0000
302,0.0000
303,0.0000
304,0.0000
305,0.0000
306,0.0000
307,0.0000
308,0.0000
309,0.0000
310,0.0000
311,0.0000
312,0.0000
313,0.0000
314,0.0000
315,0.0000
316,0.0000
317,0.0000
318,0.0000
