round,distance
0,10.0000
1,1.5246
2,6.1096
3,10.2215
4,12.4362
5,0.2125
6,6.8163
7,3.2394
8,8.6556
9,2.2687
10,5.6888
11,3.8667
12,9.0134
13,2.0560
14,5.8233
15,10.0673
16,1.4884
17,6.1291
18,10.2320
19,12.4419
20,0.2094
21,7.0236
22,10.6938
23,1.1709
24,7.5614
25,11.0035
26,0.9842
27,6.4007
28,3.4633
29,8.7762
30,2.2038
31,8.1177
32,11.3031
33,13.0188
34,13.9429
35,0.5990
36,7.2534
37,10.8376
38,12.7680
39,13.8078
40,14.3678
41,14.6695
42,0.9904
43,6.3773
44,3.4958
45,8.8137
46,2.1636
47,8.0761
48,2.5808
49,8.3208
50,11.4125
51,13.0777
52,0.1330
53,7.0024
54,10.7024
55,12.6952
56,13.7686
57,0.5052
58,7.2029
59,10.8103
60,1.0882
61,6.3446
62,3.4935
63,8.7924
64,2.1950
65,8.1130
66,11.3006
67,0.8241
68,7.3547
69,2.9694
70,5.3114
71,4.0699
72,4.7187
73,9.4523
74,12.0020
75,0.4663
76,7.1819
77,3.0425
78,8.5495
79,11.5157
80,13.1133
81,13.9738
82,14.4373
83,0.8454
84,7.3661
85,10.8783
86,12.7700
87,0.0526
88,6.8824
89,10.6178
90,1.2119
91,7.5835
92,11.0153
93,12.8638
94,13.8594
95,14.3956
96,0.8429
97,6.4568
98,10.3885
99,1.3353
100,6.1916
101,10.2457
102,1.4123
103,6.1501
104,3.6182
105,4.9620
106,4.2582
107,4.6173
108,9.3977
109,11.9725
110,0.4822
111,7.1905
112,3.0379
113,8.5471
114,2.3272
115,5.6573
116,3.8836
117,4.8190
118,9.5064
119,1.8105
120,7.9059
121,2.6526
122,5.5021
123,9.8942
124,1.5816
125,7.7627
126,2.7497
127,5.4298
128,9.8354
129,1.6333
130,7.8105
131,11.1376
132,12.9296
133,0.0533
134,6.8821
135,10.6176
136,1.2120
137,6.2580
138,3.5601
139,4.9933
140,9.6002
141,1.7599
142,7.8787
143,2.6672
144,5.4942
145,3.9516
146,4.8024
147,4.3242
148,4.6017
149,9.4093
150,11.9987
151,0.4481
152,6.6894
153,3.3078
154,8.6924
155,11.5927
156,0.6868
157,7.3007
158,2.9785
159,8.5151
160,11.4971
161,13.1033
162,13.9684
163,14.4344
164,0.8438
165,6.4763
166,10.4190
167,1.2990
168,7.6104
169,2.8317
170,5.3856
171,4.0300
172,4.7402
173,4.3776
174,4.5529
175,9.3631
176,1.8877
177,7.9475
178,2.6302
179,5.5141
180,9.9007
181,1.5781
182,6.0808
183,10.2059
184,1.4137
185,7.6722
186,2.7984
187,5.4035
188,9.8212
189,1.6409
190,7.8146
191,11.1398
192,12.9308
193,0.0539
194,6.9598
195,10.6794
196,1.1587
197,6.3067
198,10.3276
199,12.4934
200,0.1817
201,7.0086
202,10.6858
203,12.6663
204,13.7331
205,0.4661
206,6.6797
207,10.5286
208,1.2400
209,7.5786
210,2.8488
211,5.3764
212,4.0349
213,4.7375
214,4.3791
215,4.5522
216,9.3627
217,11.9537
218,13.3492
219,0.2593
220,7.0505
221,10.7083
222,1.1631
223,7.5572
224,11.0012
225,0.9854
226,7.4415
227,10.9189
228,1.0497
229,7.4961
230,2.8733
231,5.3832
232,9.8302
233,1.6161
234,6.0603
235,3.6466
236,8.8749
237,11.6910
238,13.2077
239,14.0247
240,0.6231
241,7.2464
242,10.8138
243,1.1063
244,7.5266
245,10.9847
246,12.8473
247,13.8505
248,0.5493
249,6.6149
250,10.4737
251,1.2895
252,6.2163
253,10.2590
254,12.4364
255,0.2323
256,7.0559
257,10.7312
258,12.7107
259,0.0646
260,6.8960
261,3.1965
262,5.2091
263,9.7364
264,1.6666
265,6.0331
266,10.1803
267,1.4275
268,7.6797
269,2.7944
270,5.4057
271,4.0192
272,9.0955
273,11.8297
274,0.5391
275,6.6404
276,3.3342
277,5.1349
278,4.1450
279,9.1434
280,11.8356
281,13.2856
282,14.0666
283,14.4873
284,14.7139
285,14.8359
286,14.9016
287,1.0955
288,7.5008
289,10.9509
290,12.8091
291,0.0316
292,6.8938
293,10.6239
294,1.2086
295,7.5817
296,11.0144
297,12.8633
298,13.8591
299,14.3955
300,14.6844
301,14.8400
302,14.9238
303,14.9689
304,1.1517
305,6.2905
306,3.5426
307,5.0027
308,9.6053
309,12.0844
310,13.4196
311,14.1388
312,0.6846
313,6.5620
314,10.4652
315,1.2741
316,6.2445
317,10.2941
318,1.3662
319,6.1949
320,3.5741
321,5.0057
322,4.2147
323,9.1809
324,11.8557
325,13.2965
326,0.2309
327,6.8064
328,10.5968
329,12.6383
330,13.7380
331,0.4887
332,6.6476
333,3.3503
334,8.7353
335,2.2058
336,5.7427
337,10.0238
338,1.5118
339,7.7251
340,2.7699
341,5.4189
342,9.8295
343,1.6365
344,6.0294
345,10.1583
346,1.4593
347,7.7168
348,11.0871
349,0.9391
350,7.4166
351,2.9361
352,8.5122
353,11.5155
354,0.7083
355,6.5492
356,10.4583
357,1.2778
358,7.5990
359,11.0037
360,12.8376
361,0.0162
362,6.9395
363,10.6685
364,1.1646
365,7.5381
366,2.8706
367,8.4769
368,2.3450
369,5.6677
370,9.9835
371,12.3080
372,13.5600
373,14.2344
374,0.7561
375,7.3380
376,2.9584
377,5.3373
378,4.0360
379,9.0847
380,2.0376
381,8.0282
382,11.2549
383,0.8487
384,7.3679
385,2.9623
386,5.3153
387,4.0679
388,4.7198
389,4.3886
390,9.2945
391,11.9369
392,13.3602
393,0.2852
394,6.7572
395,10.5503
396,1.2482
397,6.2385
398,10.2709
399,12.4429
400,13.6127
401,0.4013
402,7.1269
403,10.7495
404,1.1409
405,6.2963
406,10.3021
407,1.3819
408,7.6751
409,11.0647
410,0.9512
411,6.4184
412,3.4537
413,5.0705
414,9.6618
415,12.1348
416,13.4667
417,14.1841
418,14.5705
419,14.7787
420,1.0492
421,6.3457
422,10.3287
423,1.3676
424,7.6674
425,11.0605
426,0.9534
427,6.4172
428,10.3872
429,12.5254
430,0.1644
431,6.9993
432,3.1608
433,5.2083
434,4.1255
435,9.1528
436,11.8606
437,13.3190
438,0.2631
439,7.0724
440,3.1015
441,8.5813
442,11.5328
443,13.1225
444,13.9788
445,14.4400
446,14.6884
447,0.9806
448,7.4390
449,2.9240
450,8.5057
451,2.3295
452,5.6760
453,3.8536
454,4.8552
455,9.5458
456,1.7693
457,7.8637
458,11.1463
459,12.9144
460,13.8667
461,0.5380
462,7.2006
463,3.0524
464,8.5748
465,2.2923
466,5.6961
467,3.8428
468,8.9806
469,2.0937
470,8.0584
471,2.5704
472,5.5463
473,9.9181
474,1.5688
475,6.0858
476,10.2087
477,1.4123
478,6.1701
479,3.5875
480,4.9985
481,9.6230
482,1.7277
483,6.0002
484,3.6790
485,8.8924
486,11.7003
487,13.2128
488,14.0274
489,14.4662
490,14.7025
491,14.8298
492,1.0568
493,7.4800
494,10.9396
495,12.8030
496,13.8067
497,0.5057
498,7.1832
499,10.7798
500,1.1246
