round,distance
0,10.0000
1,70.2010
2,71.0447
3,67.0672
4,69.0028
5,69.0937
6,71.0291
7,71.0563
8,71.0566
9,71.0566
10,67.0670
11,69.0028
12,69.0937
13,67.0945
14,69.1205
15,71.0295
16,67.0674
17,69.0028
18,69.0937
19,67.0945
20,69.0032
21,69.0299
22,69.0934
23,67.0945
24,69.0032
25,69.0937
26,67.0945
27,69.0032
28,69.0299
29,69.0934
30,67.0945
31,69.0032
32,69.0299
33,69.0934
34,71.0291
35,71.0563
36,71.0566
37,71.0566
38,67.0670
39,69.0028
40,69.0299
41,69.0934
42,71.0291
43,71.0563
44,71.0566
45,71.0566
46,71.0566
47,67.0670
48,69.1209
49,71.0295
50,67.0674
51,69.0028
52,69.0937
53,67.0945
54,69.0032
55,69.0937
56,71.0291
57,71.0563
58,67.0670
59,69.1209
60,67.0941
61,69.0032
62,69.0937
63,71.0291
64,67.0674
65,69.1209
66,71.0295
67,71.0563
68,71.0566
69,67.0670
70,69.0028
71,69.0937
72,71.0291
73,67.0674
74,69.0028
75,69.0299
76,69.0303
77,69.0934
78,71.0291
79,71.0563
80,67.0670
81,69.1209
82,67.0941
83,69.0032
84,69.0937
85,71.0291
86,67.0674
87,69.1209
88,71.0295
89,67.0674
90,69.1209
91,67.0941
92,69.0032
93,69.0937
94,71.0291
95,71.0563
96,67.0670
97,69.1209
98,71.0295
99,67.0674
100,69.1209
101,71.0295
102,71.0563
103,71.0566
104,67.0670
105,69.0028
106,69.0299
107,69.0303
108,69.0303
109,69.0934
110,71.0291
111,71.0563
112,71.0566
113,71.0566
114,71.0566
115,71.0566
116,67.0670
117,69.0028
118,69.0299
119,69.0303
120,69.0303
121,69.0303
122,69.0934
123,71.0291
124,71.0563
125,71.0566
126,71.0566
127,71.0566
128,67.0670
129,69.0028
130,69.0937
131,71.0291
132,67.0674
133,69.0028
134,69.0937
135,67.0945
136,69.0032
137,69.0299
138,69.0934
139,71.0291
140,71.0563
141,71.0566
142,71.0566
143,67.0670
144,69.1209
145,67.0941
146,69.1205
147,67.0941
148,69.0032
149,69.0299
150,69.0934
151,71.0291
152,71.0563
153,67.0670
154,69.1209
155,67.0941
156,69.0032
157,69.0299
158,69.0303
159,69.0934
160,67.0945
161,69.1205
162,67.0941
163,69.1205
164,71.0295
165,71.0563
166,67.0670
167,69.0028
168,69.0299
169,69.0303
170,69.0303
171,69.0303
172,69.0934
173,67.0945
174,69.0032
175,69.0937
176,67.0945
177,69.0032
178,69.0937
179,71.0291
180,67.0674
181,69.0028
182,69.0299
183,69.0934
184,67.0945
185,69.0032
186,69.0299
187,69.0303
188,69.0934
189,67.0945
190,69.0032
191,69.0299
192,69.0303
193,69.0934
194,71.0291
195,67.0674
196,69.0028
197,69.0937
198,71.0291
199,71.0563
200,67.0670
201,69.0028
202,69.0299
203,69.0303
204,69.0303
205,69.0934
206,71.0291
207,71.0563
208,67.0670
209,69.1209
210,71.0295
211,67.0674
212,69.0028
213,69.0299
214,69.0934
215,71.0291
216,67.0674
217,69.1209
218,71.0295
219,71.0563
220,67.0670
221,69.1209
222,71.0295
223,71.0563
224,71.0566
225,67.0670
226,69.1209
227,67.0941
228,69.0032
229,69.0937
230,67.0945
231,69.1205
232,67.0941
233,69.1205
234,71.0295
235,67.0674
236,69.1209
237,71.0295
238,67.0674
239,69.1209
240,71.0295
241,71.0563
242,67.0670
243,69.1209
244,67.0941
245,69.1205
246,67.0941
247,69.1205
248,71.0295
249,71.0563
250,71.0566
251,71.0566
252,71.0566
253,67.0670
254,69.0028
255,69.0937
256,71.0291
257,67.0674
258,69.0028
259,69.0299
260,69.0934
261,71.0291
262,67.0674
263,69.0028
264,69.0299
265,69.0303
266,69.0303
267,69.0934
268,71.0291
269,71.0563
270,71.0566
271,71.0566
272,71.0566
273,71.0566
274,67.0670
275,69.0028
276,69.0937
277,67.0945
278,69.0032
279,69.0299
280,69.0934
281,67.0945
282,69.1205
283,67.0941
284,69.1205
285,67.0941
286,69.0032
287,69.0299
288,69.0303
289,69.0934
290,71.0291
291,67.0674
292,69.0028
293,69.0299
294,69.0934
295,67.0945
296,69.1205
297,71.0295
298,67.0674
299,69.0028
300,69.0937
301,67.0945
302,69.1205
303,67.0941
304,69.0032
305,69.0299
306,69.0934
307,67.0945
308,69.1205
309,67.0941
310,69.1205
311,71.0295
312,71.0563
313,67.0670
314,69.1209
315,67.0941
316,69.1205
317,71.0295
318,71.0563
319,71.0566
320,67.0670
321,69.0028
322,69.0937
323,67.0945
324,69.0032
325,69.0299
326,69.0303
327,69.0934
328,71.0291
329,67.0674
330,69.1209
331,71.0295
332,67.0674
333,69.0028
334,69.0937
335,71.0291
336,71.0563
