round,distance
0,10.0000
1,9.7622
2,9.5300
3,9.3033
4,9.0820
5,8.8660
6,8.6551
7,8.4493
8,8.2483
9,8.0521
10,7.8606
11,7.6736
12,7.4911
13,7.3129
14,7.1390
15,6.9692
16,6.8034
17,6.6416
18,6.4837
19,6.3294
20,6.1789
21,6.0319
22,5.8885
23,5.7484
24,5.6117
25,5.4782
26,5.3479
27,5.2207
28,5.0965
29,4.9753
30,4.8570
31,4.7415
32,4.6287
33,4.5186
34,4.4111
35,4.3062
36,4.2038
37,4.1038
38,4.0062
39,3.9109
40,3.8179
41,3.7271
42,3.6384
43,3.5519
44,3.4674
45,3.3849
46,3.3044
47,3.2258
48,3.1491
49,3.0742
50,3.0011
51,2.9297
52,2.8600
53,2.7920
54,2.7256
55,2.6608
56,2.5975
57,2.5357
58,2.4754
59,2.4165
60,2.3590
61,2.3029
62,2.2481
63,2.1947
64,2.1425
65,2.0915
66,2.0418
67,1.9932
68,1.9458
69,1.8995
70,1.8543
71,1.8102
72,1.7672
73,1.7251
74,1.6841
75,1.6441
76,1.6049
77,1.5668
78,1.5295
79,1.4931
80,1.4576
81,1.4229
82,1.3891
83,1.3561
84,1.3238
85,1.2923
86,1.2616
87,1.2316
88,1.2023
89,1.1737
90,1.1458
91,1.1185
92,1.0919
93,1.0659
94,1.0406
95,1.0158
96,0.9917
97,0.9681
98,0.9451
99,0.9226
100,0.9006
101,0.8792
102,0.8583
103,0.8379
104,0.8180
105,0.7985
106,0.7795
107,0.7610
108,0.7429
109,0.7252
110,0.7080
111,0.6911
112,0.6747
113,0.6586
114,0.6430
115,0.6277
116,0.6127
117,0.5982
118,0.5839
119,0.5701
120,0.5565
121,0.5433
122,0.5303
123,0.5177
124,0.5054
125,0.4934
126,0.4817
127,0.4702
128,0.4590
129,0.4481
130,0.4374
131,0.4270
132,0.4169
133,0.4070
134,0.3973
135,0.3878
136,0.3786
137,0.3696
138,0.3608
139,0.3522
140,0.3439
141,0.3357
142,0.3277
143,0.3199
144,0.3123
145,0.3049
146,0.2976
147,0.2905
148,0.2836
149,0.2769
150,0.2703
151,0.2639
152,0.2576
153,0.2515
154,0.2455
155,0.2396
156,0.2339
157,0.2284
158,0.2229
159,0.2176
160,0.2125
161,0.2074
162,0.2025
163,0.1977
164,0.1930
165,0.1884
166,0.1839
167,0.1795
168,0.1752
169,0.1711
170,0.1670
171,0.1630
172,0.1592
173,0.1554
174,0.1517
175,0.1481
176,0.1445
177,0.1411
178,0.1378
179,0.1345
180,0.1313
181,0.1282
182,0.1251
183,0.1221
184,0.1192
185,0.1164
186,0.1136
187,0.1109
188,0.1083
189,0.1057
190,0.1032
191,0.1007
192,0.0983
193,0.0960
194,0.0937
195,0.0915
196,0.0893
197,0.0872
198,0.0851
199,0.0831
200,0.0811
201,0.0792
202,0.0773
203,0.0755
204,0.0737
205,0.0719
206,0.0702
207,0.0685
208,0.0669
209,0.0653
210,0.0638
211,0.0622
212,0.0608
213,0.0593
214,0.0579
215,0.0565
216,0.0552
217,0.0539
218,0.0526
219,0.0513
220,0.0501
221,0.0489
222,0.0478
223,0.0466
224,0.0455
225,0.0444
226,0.0434
227,0.0423
228,0.0413
229,0.0404
230,0.0394
231,0.0385
232,0.0375
233,0.0367
234,0.0358
235,0.0349
236,0.0341
237,0.0333
238,0.0325
239,0.0317
240,0.0310
241,0.0302
242,0.0295
243,0.0288
244,0.0281
245,0.0275
246,0.0268
247,0.0262
248,0.0255
249,0.0249
250,0.0243
251,0.0238
252,0.0232
253,0.0226
254,0.0221
255,0.0216
256,0.0211
257,0.0206
258,0.0201
259,0.0196
260,0.0191
261,0.0187
262,0.0182
263,0.0178
264,0.0174
265,0.0170
266,0.0166
267,0.0162
268,0.0158
269,0.0154
270,0.0150
271,0.0147
272,0.0143
273,0.0140
274,0.0137
275,0.0133
276,0.0130
277,0.0127
278,0.0124
279,0.0121
280,0.0118
281,0.0115
282,0.0113
283,0.0110
284,0.0107
285,0.0105
286,0.0102
287,0.0100
288,0.0098
289,0.0095
290,0.0093
291,0.0091
292,0.0089
293,0.0086
294,0.0084
295,0.0082
296,0.0080
297,0.0079
298,0.0077
299,0.0075
300,0.0073
301,0.0071
302,0.0070
303,0.0068
304,0.0066
305,0.0065
306,0.0063
307,0.0062
308,0.0060
309,0.0059
310,0.0057
311,0.0056
312,0.0055
313,0.0053
314,0.0052
315,0.0051
316,0.0050
317,0.0049
318,0.0047
319,0.0046
320,0.0045
321,0.0044
322,0.0043
323,0.0042
324,0.0041
325,0.0040
326,0.0039
327,0.0038
328,0.0037
329,0.0036
330,0.0035
331,0.0035
332,0.0034
333,0.0033
334,0.0032
335,0.0031
336,0.0031
337,0.0030
338,0.0029
339,0.0029
340,0.0028
341,0.0027
342,0.0027
343,0.0026
344,0.0025
345,0.0025
346,0.0024
347,0.0024
348,0.0023
349,0.0022
350,0.0022
351,0.0021
352,0.0021
353,0.0020
354,0.0020
355,0.0019
356,0.0019
357,0.0019
358,0.0018
359,0.0018
360,0.0017
361,0.0017
362,0.0016
363,0.0016
364,0.0016
365,0.0015
366,0.0015
367,0.0015
368,0.0014
369,0.0014
370,0.0014
371,0.0013
372,0.0013
373,0.0013
374,0.0012
375,0.0012
376,0.0012
377,0.0011
378,0.0011
379,0.0011
380,0.0011
381,0.0010
382,0.0010
383,0.0010
384,0.0010
385,0.0009
386,0.0009
387,0.0009
388,0.0009
389,0.0009
390,0.0008
391,0.0008
392,0.0008
393,0.0008
394,0.0008
395,0.0007
396,0.0007
397,0.0007
398,0.0007
399,0.0007
400,0.0007
401,0.0006
402,0.0006
403,0.0006
404,0.0006
405,0.0006
406,0.0006
407,0.0006
408,0.0005
409,0.0005
410,0.0005
411,0.0005
412,0.0005
413,0.0005
414,0.0005
415,0.0005
416,0.0004
417,0.0004
418,0.0004
419,0.0004
420,0.0004
421,0.0004
422,0.0004
423,0.0004
424,0.0004
425,0.0004
426,0.0004
427,0.0003
428,0.0003
429,0.0003
430,0.0003
431,0.0003
432,0.0003
433,0.0003
434,0.0003
435,0.0003
436,0.0003
437,0.0003
438,0.0003
439,0.0003
440,0.0003
441,0.0002
442,0.0002
443,0.0002
444,0.0002
445,0.0002
446,0.0002
447,0.0002
448,0.0002
449,0.0002
450,0.0002
451,0.0002
452,0.0002
453,0.0002
454,0.0002
455,0.0002
456,0.0002
457,0.0002
458,0.0002
459,0.0002
460,0.0002
461,0.0002
462,0.0001
463,0.0001
464,0.0001
465,0.0001
466,0.0001
467,0.0001
468,0.0001
469,0.0001
470,0.0001
471,0.0001
472,0.0001
473,0.0001
474,0.0001
475,0.0001
476,0.0001
477,0.0001
478,0.0001
479,0.0001
480,0.0001
481,0.0001
482,0.0001
483,0.0001
484,0.0001
485,0.0001
486,0.0001
487,0.0001
488,0.0001
489,0.0001
490,0.0001
491,0.0001
492,0.0001
493,0.0001
494,0.0001
495,0.0001
496,0.0001
497,0.0001
498,0.0001
499,0.0001
500,0.0001
