round,distance
0,10.0000
1,17.5008
2,21.2516
3,23.1272
4,24.0651
5,24.5341
6,24.7686
7,24.8858
8,24.9445
9,24.9738
10,24.9885
11,24.9958
12,24.9995
13,25.0013
14,25.0022
15,25.0027
16,25.0029
17,25.0030
18,25.0031
19,25.0031
20,25.0031
21,25.0031
22,25.0031
23,25.0031
24,25.0031
25,25.0031
26,25.0031
27,25.0031
28,25.0031
29,25.0031
30,25.0031
31,25.0031
32,25.0031
33,25.0031
34,25.0031
35,25.0031
36,25.0031
37,25.0031
38,25.0031
39,25.0031
40,25.0031
41,25.0031
42,25.0031
43,25.0031
44,25.0031
45,25.0031
46,25.0031
47,25.0031
48,25.0031
49,25.0031
50,25.0031
51,25.0031
52,25.0031
53,25.0031
54,25.0031
55,25.0031
56,25.0031
57,25.0031
58,25.0031
59,25.0031
60,25.0031
61,25.0031
62,25.0031
63,25.0031
64,25.0031
65,25.0031
66,25.0031
67,25.0031
68,25.0031
69,25.0031
70,25.0031
71,25.0031
72,25.0031
73,25.0031
74,25.0031
75,25.0031
76,25.0031
77,25.0031
78,25.0031
79,25.0031
80,25.0031
81,25.0031
82,25.0031
83,25.0031
84,25.0031
85,25.0031
86,25.0031
87,25.0031
88,25.0031
89,25.0031
90,25.0031
91,25.0031
92,25.0031
93,25.0031
94,25.0031
95,25.0031
96,25.0031
97,25.0031
98,25.0031
99,25.0031
100,25.0031
101,25.0031
102,25.0031
103,25.0031
104,25.0031
105,25.0031
106,25.0031
107,25.0031
108,25.0031
109,25.0031
110,25.0031
111,25.0031
112,25.0031
113,25.0031
114,25.0031
115,25.0031
116,25.0031
117,25.0031
118,25.0031
119,25.0031
120,25.0031
121,25.0031
122,25.0031
123,25.0031
124,25.0031
125,25.0031
126,25.0031
127,25.0031
128,25.0031
129,25.0031
130,25.0031
131,25.0031
132,25.0031
133,25.0031
134,25.0031
135,25.0031
136,25.0031
137,25.0031
138,25.0031
139,25.0031
140,25.0031
141,25.0031
142,25.0031
143,25.0031
144,25.0031
145,25.0031
146,25.0031
147,25.0031
148,25.0031
149,25.0031
150,25.0031
151,25.0031
152,25.0031
153,25.0031
154,25.0031
155,25.0031
156,25.0031
157,25.0031
158,25.0031
159,25.0031
160,25.0031
161,25.0031
162,25.0031
163,25.0031
164,25.0031
165,25.0031
166,25.0031
167,25.0031
168,25.0031
169,25.0031
170,25.0031
171,25.0031
172,25.0031
173,25.0031
174,25.0031
175,25.0031
176,25.0031
177,25.0031
178,25.0031
179,25.0031
180,25.0031
181,25.0031
182,25.0031
183,25.0031
184,25.0031
185,25.0031
186,25.0031
187,25.0031
188,25.0031
189,25.0031
190,25.0031
191,25.0031
192,25.0031
193,25.0031
194,25.0031
195,25.0031
196,25.0031
197,25.0031
198,25.0031
199,25.0031
200,25.0031
201,25.0031
202,25.0031
203,25.0031
204,25.0031
205,25.0031
206,25.0031
207,25.0031
208,25.0031
209,25.0031
210,25.0031
211,25.0031
212,25.0031
213,25.0031
214,25.0031
215,25.0031
216,25.0031
217,25.0031
218,25.0031
219,25.0031
220,25.0031
221,25.0031
222,25.0031
223,25.0031
224,25.0031
225,25.0031
226,25.0031
227,25.0031
228,25.0031
229,25.0031
230,25.0031
231,25.0031
232,25.0031
233,25.0031
234,25.0031
235,25.0031
236,25.0031
237,25.0031
238,25.0031
239,25.0031
240,25.0031
241,25.0031
242,25.0031
243,25.0031
244,25.0031
245,25.0031
246,25.0031
247,25.0031
248,25.0031
249,25.0031
250,25.0031
251,25.0031
252,25.0031
253,25.0031
254,25.0031
255,25.0031
256,25.0031
257,25.0031
258,25.0031
259,25.0031
260,25.0031
261,25.0031
262,25.0031
263,25.0031
264,25.0031
265,25.0031
266,25.0031
267,25.0031
268,25.0031
269,25.0031
270,25.0031
271,25.0031
272,25.0031
273,25.0031
274,25.0031
275,25.0031
276,25.0031
277,25.0031
278,25.0031
279,25.0031
280,25.0031
281,25.0031
282,25.0031
283,25.0031
284,25.0031
285,25.0031
286,25.0031
287,25.0031
288,25.0031
289,25.0031
290,25.0031
291,25.0031
292,25.0031
293,25.0031
294,25.0031
295,25.0031
296,25.0031
297,25.0031
298,25.0031
299,25.0031
300,25.0031
301,25.0031
302,25.0031
303,25.0031
304,25.0031
305,25.0031
306,25.0031
307,25.0031
308,25.0031
309,25.0031
310,25.0031
311,25.0031
312,25.0031
313,25.0031
314,25.0031
315,25.0031
316,25.0031
317,25.0031
318,25.0031
319,25.0031
320,25.0031
321,25.0031
322,25.0031
323,25.0031
324,25.0031
325,25.0031
326,25.0031
327,25.0031
328,25.0031
329,25.0031
330,25.0031
331,25.0031
332,25.0031
333,25.0031
334,25.0031
335,25.0031
336,25.0031
337,25.0031
338,25.0031
339,25.0031
340,25.0031
341,25.0031
342,25.0031
343,25.0031
344,25.0031
345,25.0031
346,25.0031
347,25.0031
348,25.0031
349,25.0031
350,25.0031
351,25.0031
352,25.0031
353,25.0031
354,25.0031
355,25.0031
356,25.0031
357,25.0031
358,25.0031
359,25.0031
360,25.0031
361,25.0031
362,25.0031
363,25.0031
364,25.0031
365,25.0031
366,25.0031
367,25.0031
368,25.0031
369,25.0031
370,25.0031
371,25.0031
372,25.0031
373,25.0031
374,25.0031
375,25.0031
376,25.0031
377,25.0031
378,25.0031
379,25.0031
380,25.0031
381,25.0031
382,25.0031
383,25.0031
384,25.0031
385,25.0031
386,25.0031
387,25.0031
388,25.0031
389,25.0031
390,25.0031
391,25.0031
392,25.0031
393,25.0031
394,25.0031
395,25.0031
396,25.0031
397,25.0031
398,25.0031
399,25.0031
400,25.0031
401,25.0031
402,25.0031
403,25.0031
404,25.0031
405,25.0031
406,25.0031
407,25.0031
408,25.0031
409,25.0031
410,25.0031
411,25.0031
412,25.0031
413,25.0031
414,25.0031
415,25.0031
416,25.0031
417,25.0031
418,25.0031
419,25.0031
420,25.0031
421,25.0031
422,25.0031
423,25.0031
424,25.0031
425,25.0031
426,25.0031
427,25.0031
428,25.0031
429,25.0031
430,25.0031
431,25.0031
432,25.0031
433,25.0031
434,25.0031
435,25.0031
436,25.0031
437,25.0031
438,25.0031
439,25.0031
440,25.0031
441,25.0031
442,25.0031
443,25.0031
444,25.0031
445,25.0031
446,25.0031
447,25.0031
448,25.0031
449,25.0031
450,25.0031
451,25.0031
452,25.0031
453,25.0031
454,25.0031
455,25.0031
456,25.0031
457,25.0031
458,25.0031
459,25.0031
460,25.0031
461,25.0031
462,25.0031
463,25.0031
464,25.0031
465,25.0031
466,25.0031
467,25.0031
468,25.0031
469,25.0031
470,25.0031
471,25.0031
472,25.0031
473,25.0031
474,25.0031
475,25.0031
476,25.0031
477,25.0031
478,25.0031
479,25.0031
480,25.0031
481,25.0031
482,25.0031
483,25.0031
484,25.0031
485,25.0031
486,25.0031
487,25.0031
488,25.0031
489,25.0031
490,25.0031
491,25.0031
492,25.0031
493,25.0031
494,25.0031
495,25.0031
496,25.0031
497,25.0031
498,25.0031
499,25.0031
500,25.0031
