round,distance
0,10.0000
1,9.6060
2,9.2274
3,8.8638
4,8.5146
5,8.1791
6,7.8568
7,7.5472
8,7.2498
9,6.9641
10,6.6897
11,6.4261
12,6.1729
13,5.9297
14,5.6960
15,5.4716
16,5.2560
17,5.0489
18,4.8499
19,4.6588
20,4.4752
21,4.2989
22,4.1295
23,3.9668
24,3.8105
25,3.6603
26,3.5161
27,3.3775
28,3.2445
29,3.1166
30,2.9938
31,2.8758
32,2.7625
33,2.6537
34,2.5491
35,2.4487
36,2.3522
37,2.2595
38,2.1704
39,2.0849
40,2.0028
41,1.9239
42,1.8480
43,1.7752
44,1.7053
45,1.6381
46,1.5735
47,1.5115
48,1.4520
49,1.3948
50,1.3398
51,1.2870
52,1.2363
53,1.1876
54,1.1408
55,1.0958
56,1.0526
57,1.0112
58,0.9713
59,0.9331
60,0.8963
61,0.8610
62,0.8270
63,0.7945
64,0.7631
65,0.7331
66,0.7042
67,0.6764
68,0.6498
69,0.6242
70,0.5996
71,0.5760
72,0.5533
73,0.5315
74,0.5105
75,0.4904
76,0.4711
77,0.4525
78,0.4347
79,0.4176
80,0.4011
81,0.3853
82,0.3701
83,0.3555
84,0.3415
85,0.3281
86,0.3151
87,0.3027
88,0.2908
89,0.2793
90,0.2683
91,0.2578
92,0.2476
93,0.2378
94,0.2285
95,0.2195
96,0.2108
97,0.2025
98,0.1945
99,0.1869
100,0.1795
101,0.1724
102,0.1656
103,0.1591
104,0.1528
105,0.1468
106,0.1410
107,0.1355
108,0.1301
109,0.1250
110,0.1201
111,0.1154
112,0.1108
113,0.1064
114,0.1022
115,0.0982
116,0.0943
117,0.0906
118,0.0871
119,0.0836
120,0.0803
121,0.0772
122,0.0741
123,0.0712
124,0.0684
125,0.0657
126,0.0631
127,0.0606
128,0.0582
129,0.0559
130,0.0537
131,0.0516
132,0.0496
133,0.0476
134,0.0458
135,0.0440
136,0.0422
137,0.0406
138,0.0390
139,0.0374
140,0.0360
141,0.0345
142,0.0332
143,0.0319
144,0.0306
145,0.0294
146,0.0282
147,0.0271
148,0.0261
149,0.0250
150,0.0241
151,0.0231
152,0.0222
153,0.0213
154,0.0205
155,0.0197
156,0.0189
157,0.0182
158,0.0174
159,0.0167
160,0.0161
161,0.0155
162,0.0148
163,0.0143
164,0.0137
165,0.0132
166,0.0126
167,0.0121
168,0.0117
169,0.0112
170,0.0108
171,0.0103
172,0.0099
173,0.0095
174,0.0092
175,0.0088
176,0.0085
177,0.0081
178,0.0078
179,0.0075
180,0.0072
181,0.0069
182,0.0066
183,0.0064
184,0.0061
185,0.0059
186,0.0057
187,0.0054
188,0.0052
189,0.0050
190,0.0048
191,0.0046
192,0.0044
193,0.0043
194,0.0041
195,0.0039
196,0.0038
197,0.0036
198,0.0035
199,0.0034
200,0.0032
201,0.0031
202,0.0030
203,0.0029
204,0.0027
205,0.0026
206,0.0025
207,0.0024
208,0.0023
209,0.0022
210,0.0022
211,0.0021
212,0.0020
213,0.0019
214,0.0018
215,0.0018
216,0.0017
217,0.0016
218,0.0016
219,0.0015
220,0.0014
221,0.0014
222,0.0013
223,0.0013
224,0.0012
225,0.0012
226,0.0011
227,0.0011
228,0.0010
229,0.0010
230,0.0010
231,0.0009
232,0.0009
233,0.0009
234,0.0008
235,0.0008
236,0.0008
237,0.0007
238,0.0007
239,0.0007
240,0.0006
241,0.0006
242,0.0006
243,0.0006
244,0.0005
245,0.0005
246,0.0005
247,0.0005
248,0.0005
249,0.0004
250,0.0004
251,0.0004
252,0.0004
253,0.0004
254,0.0004
255,0.0004
256,0.0003
257,0.0003
258,0.0003
259,0.0003
260,0.0003
261,0.0003
262,0.0003
263,0.0003
264,0.0002
265,0.0002
266,0.0002
267,0.0002
268,0.0002
269,0.0002
270,0.0002
271,0.0002
272,0.0002
273,0.0002
274,0.0002
275,0.0002
276,0.0002
277,0.0001
278,0.0001
279,0.0001
280,0.0001
281,0.0001
282,0.0001
283,0.0001
284,0.0001
285,0.0001
286,0.0001
287,0.0001
288,0.0001
289,0.0001
290,0.0001
291,0.0001
292,0.0001
293,0.0001
294,0.0001
295,0.0001
296,0.0001
297,0.0001
298,0.0001
299,0.0001
300,0.0001
301,0.0001
302,0.0001
303,0.0001
304,0.0000
305,0.0000
306,0.0000
307,0.0000
308,0.0000
309,0.0000
310,0.0000
311,0.0000
312,0.0000
313,0.0000
314,0.0000
315,0.0000
316,0.0000
317,0.0000
318,0.0000
319,0.0000
320,0.0000
321,0.0000
322,0.0000
323,0.0000
324,0.0000
325,0.0000
326,0.0000
327,0.0000
328,0.0000
329,0.0000
330,0.0000
331,0.0000
332,0.0000
333,0.0000
334,0.0000
335,0.0000
336,0.0000
337,0.0000
338,0.0000
339,0.0000
340,0.0000
341,0.0000
342,0.0000
343,0.0000
344,0.0000
345,0.0000
346,0.0000
347,0.0000
348,0.0000
349,0.0000
350,0.0000
351,0.0000
352,0.0000
353,0.0000
354,0.0000
355,0.0000
356,0.0000
357,0.0000
358,0.0000
359,0.0000
360,0.0000
361,0.0000
362,0.0000
363,0.0000
364,0.0000
365,0.0000
366,0.0000
367,0.0000
368,0.0000
369,0.0000
370,0.0000
371,0.0000
372,0.0000
373,0.0000
374,0.0000
375,0.0000
376,0.0000
377,0.0000
378,0.0000
379,0.0000
380,0.0000
381,0.0000
382,0.0000
383,0.0000
384,0.0000
385,0.0000
386,0.0000
387,0.0000
388,0.0000
389,0.0000
390,0.0000
391,0.0000
392,0.0000
393,0.0000
394,0.0000
395,0.0000
396,0.0000
397,0.0000
398,0.0000
399,0.0000
400,0.0000
401,0.0000
402,0.0000
403,0.0000
404,0.0000
405,0.0000
406,0.0000
407,0.0000
408,0.0000
409,0.0000
410,0.0000
411,0.0000
412,0.0000
413,0.0000
414,0.0000
415,0.0000
416,0.0000
417,0.0000
418,0.0000
419,0.0000
420,0.0000
421,0.0000
422,0.0000
423,0.0000
424,0.0000
425,0.0000
426,0.0000
427,0.0000
428,0.0000
429,0.0000
430,0.0000
431,0.0000
432,0.0000
433,0.0000
434,0.0000
435,0.0000
436,0.0000
437,0.0000
438,0.0000
439,0.0000
440,0.0000
441,0.0000
442,0.0000
443,0.0000
444,0.0000
445,0.0000
446,0.0000
447,0.0000
448,0.0000
449,0.0000
450,0.0000
451,0.0000
452,0.0000
453,0.0000
454,0.0000
455,0.0000
456,0.0000
457,0.0000
458,0.0000
459,0.0000
460,0.0000
461,0.0000
462,0.0000
463,0.0000
464,0.0000
465,0.0000
466,0.0000
467,0.0000
468,0.0000
469,0.0000
470,0.0000
471,0.0000
472,0.0000
473,0.0000
474,0.0000
475,0.0000
476,0.0000
477,0.0000
478,0.0000
479,0.0000
480,0.0000
481,0.0000
482,0.0000
483,0.0000
484,0.0000
485,0.0000
486,0.0000
487,0.0000
488,0.0000
489,0.0000
490,0.0000
491,0.0000
492,0.0000
493,0.0000
494,0.0000
495,0.0000
496,0.0000
497,0.0000
498,0.0000
499,0.0000
500,0.0000
