round,train_loss,train_top1,train_top5,train2_loss,train2_top1,train2_top5,test_loss,test_top1,test_top5
1,2.2841,21.1458,79.4792,2.3031,10.0000,50.0000
2,2.2886,17.6230,57.8893,2.3037,10.0000,49.9900
3,2.2837,5.9701,71.3433,2.3056,10.0000,50.0000
4,2.2099,18.1478,76.0524,2.7208,10.0000,50.0000
5,2.2167,24.9478,72.5470,2.3276,10.0000,53.7700
6,2.3606,8.8514,52.8978,2.3641,10.0000,50.0000
7,2.3060,5.4956,64.0824,2.3637,10.0000,50.0000
8,2.2366,13.3765,57.0658,2.3216,11.0900,50.0800
9,2.3046,12.4336,56.8544,2.3089,9.8900,53.9200
10,2.2820,18.6747,57.8313,2.3146,10.0000,50.1900
11,2.2847,26.6667,72.4868,2.6782,10.0000,50.0000
12,2.1553,14.6971,81.7279,2.3184,10.0000,50.0000
13,2.0629,23.7705,74.6926,2.4030,10.0000,55.6600
14,2.1251,15.9844,77.1930,2.4768,10.0000,51.0100
15,2.2343,19.2547,72.9370,2.3085,10.0000,55.4400
16,2.0938,18.8477,73.2422,2.4494,10.0000,51.1000
17,2.1519,21.5111,75.7333,2.3568,13.0400,50.0000
18,2.1462,18.4009,79.2990,2.4309,10.0000,50.0000
19,2.0853,22.7273,69.4391,2.4688,10.0000,50.0000
20,2.1961,25.3066,74.2475,2.3316,13.3900,59.2800
21,2.2133,19.8857,69.7143,2.3254,10.0000,54.1200
22,2.1852,14.7808,79.7146,2.3009,10.5000,52.7700
23,2.0938,20.6660,80.4114,2.3466,10.3600,53.3600
24,2.2028,16.2651,72.8916,2.2692,10.1000,61.8900
25,2.1833,23.4568,77.4691,2.2830,14.7700,57.5200
26,2.1568,17.3826,74.6254,2.2936,10.0000,56.3000
27,2.0798,31.6667,79.5370,2.2799,16.0100,61.0100
28,2.1392,26.1376,73.2275,2.2773,15.7300,57.1700
29,2.1054,20.3000,82.2000,2.2627,10.0100,61.6600
30,1.9874,27.6031,81.3360,2.3658,13.6400,53.5600
31,2.1080,26.9920,77.5896,2.2364,19.4700,67.2400
32,2.1336,22.9102,71.5170,2.3173,11.9300,65.3800
33,2.0746,30.5638,80.5143,2.2449,15.0000,64.4400
34,2.0401,23.4893,85.2827,2.2681,10.0700,61.7700
35,2.0624,33.6364,75.2525,2.1969,16.8300,67.5000
36,2.0699,29.6844,82.5444,2.1612,15.9000,73.1900
37,2.0403,29.2829,84.7610,2.2226,16.0800,64.4200
38,2.0371,23.5727,82.9650,2.4163,10.0500,59.5200
39,2.0645,25.2850,76.3731,2.3191,10.0000,59.7300
40,2.0231,25.8170,79.8475,2.2622,14.0500,64.6500
41,1.9345,31.3646,85.7434,2.2186,16.8600,65.7100
42,1.7788,42.2703,89.6216,2.2420,16.6700,67.8200
43,2.0446,27.3073,73.3587,2.1373,16.1700,65.9000
44,2.0533,17.3057,81.8653,2.2104,14.8900,66.8400
45,2.0863,20.8568,81.9617,2.1416,14.8800,77.1400
46,1.9636,31.3192,83.4844,2.1229,18.4800,73.9200
47,1.9437,34.8282,86.9275,2.1495,16.0300,70.5600
48,1.8446,33.5744,88.1198,2.3067,13.6900,66.4000
49,2.0556,26.6090,80.9798,2.1151,17.6600,76.4100
50,1.9415,27.2446,86.2745,2.1401,15.8400,74.8500
51,1.8215,30.1399,85.0377,2.1776,11.6300,72.5700
52,1.9747,22.8235,84.3529,2.1104,17.0000,75.6700
53,2.0135,24.4821,81.9209,2.1611,15.9500,75.2200
54,1.8930,25.3247,89.2857,2.1832,17.3200,68.9100
55,1.9396,28.3133,84.6386,2.1633,16.3400,67.9500
56,1.6646,41.7965,84.5096,2.3847,12.7200,63.6800
57,1.7598,43.6019,85.2133,2.2388,17.8900,74.2400
58,1.8812,30.2832,89.2157,2.1410,18.2400,73.6000
59,1.8208,39.0071,85.7270,2.1722,20.0700,71.9600
60,1.8747,33.2061,86.2595,2.0645,21.0700,76.6900
61,1.9872,25.2941,82.7451,2.1730,16.2200,71.3000
62,1.8617,30.0000,87.2043,2.0609,18.7900,77.9400
63,1.8983,29.2471,88.2239,2.1452,18.0900,77.2100
64,1.8342,37.1094,87.8906,2.1542,16.8600,72.1900
65,1.8837,35.8193,92.6471,2.0642,20.1900,80.3300
66,1.8154,34.4423,86.5949,2.1210,18.0800,76.8800
67,1.8770,37.1036,82.7696,2.0582,17.8700,76.5400
68,1.8273,36.1976,87.9699,2.0806,19.7200,77.3800
