round,test_loss,test_top1,test_top5
1,2.2677,19.4792,79.4792,2.3046,9.7600,50.0000
2,2.2680,17.6230,57.8893,2.3500,10.0000,50.0000
3,2.2565,22.3881,71.3433,2.3168,10.0000,50.0000
4,2.2393,11.2254,76.0524,2.3127,8.5700,50.0000
5,2.2210,24.9478,64.7182,2.5483,10.0000,50.0000
6,2.2969,16.0169,52.4763,2.3066,10.0000,50.0900
7,2.1775,18.5476,66.0451,2.4075,10.0000,50.0000
8,2.2173,16.5049,72.3840,2.3337,10.0000,50.0000
9,2.2757,18.7035,57.3858,2.3092,10.0000,51.9100
10,2.2809,18.6747,54.3173,2.3088,10.0000,50.4400
11,2.3111,26.6667,65.2910,2.6194,10.0000,50.7300
12,2.1185,28.5005,82.1251,2.3278,12.5000,51.7200
13,2.1302,23.7705,77.1516,2.3398,10.0000,51.4400
14,2.0716,18.8109,76.9981,2.4892,10.0000,50.0000
15,2.1946,21.1180,71.6060,2.3375,10.0000,50.0300
16,2.0699,21.5820,76.4648,2.4635,10.0000,50.0000
17,2.1208,16.3556,75.7333,2.4024,10.0200,50.0000
18,2.1788,18.4009,65.4984,2.4129,10.0000,50.0000
19,2.0858,26.4023,69.4391,2.4844,13.2800,50.0000
20,2.1947,23.6343,70.4571,2.3693,10.0000,50.0000
21,2.1906,19.8857,65.4857,2.3694,10.0000,50.7200
22,2.1527,18.1448,77.7778,2.3391,10.0000,50.0000
23,2.1499,22.8208,78.3546,2.3260,10.2100,50.0000
24,2.2440,12.2490,66.2651,2.3216,10.0000,50.1000
25,2.1765,21.8107,72.0165,2.3359,10.0000,50.0000
26,2.1584,17.3826,74.5255,2.3274,10.0000,53.6400
27,2.1060,24.5370,74.3519,2.4185,11.0200,50.0000
28,2.1832,26.8783,68.4656,2.3520,16.2400,50.0000
29,2.1664,20.3000,78.8000,2.3261,10.0000,56.2500
30,2.0877,17.5835,82.8094,2.3542,10.0000,55.1600
31,2.1411,32.5697,72.6096,2.3217,19.3600,58.9600
32,2.1905,18.0599,65.4283,2.4199,10.0700,51.9100
33,2.1252,25.1236,77.1513,2.3253,10.0000,56.1600
34,1.9443,23.3918,86.4522,2.4587,10.0000,50.0000
35,2.1732,21.5152,74.7475,2.2714,11.8700,66.5400
36,2.1152,23.1755,78.6982,2.2373,14.7300,66.3300
37,2.1011,24.6016,81.6733,2.2691,13.1300,56.5500
38,2.0840,23.5727,82.2284,2.5347,10.0000,57.2400
39,2.0392,25.2850,78.5492,2.3434,10.0000,55.8100
40,2.0621,27.8867,80.3922,2.2559,15.7400,65.8700
41,2.1055,27.1894,75.9674,2.2955,16.1300,58.8800
42,1.8323,31.7838,89.1892,2.4020,10.0000,65.1600
43,2.1276,25.8801,70.6946,2.2570,14.6600,60.7800
44,2.0935,19.8964,76.4767,2.2447,14.4600,58.8300
45,2.1358,17.5874,74.7463,2.2430,10.6800,66.3700
46,1.9860,29.5065,79.9597,2.1996,16.6000,69.3400
47,2.0015,33.0153,81.2977,2.2245,15.1800,61.3400
48,1.9203,31.8182,85.8471,2.3245,10.0000,60.1400
49,2.1720,16.7147,68.3958,2.2344,12.1800,64.4500
50,1.9397,21.8782,88.1321,2.2781,13.8800,60.7000
51,1.9670,31.2164,87.4058,2.1721,12.3300,71.9300
52,2.0047,26.7059,84.5882,2.2038,16.3900,69.1000
53,2.0120,25.1412,85.3107,2.1992,16.2700,75.0900
54,1.9199,25.5411,90.1515,2.2008,15.3300,69.0600
55,1.9786,26.2048,84.0361,2.2478,14.9300,68.4900
56,1.7487,41.8882,86.0678,2.2552,13.9200,68.0800
57,1.8446,43.1280,81.8009,2.1965,18.1700,68.5900
58,1.9530,28.7582,87.5817,2.2289,17.2400,69.4000
59,1.9030,33.5106,83.9539,2.2072,16.4300,64.2000
60,1.9278,30.2481,84.5420,2.1876,19.5500,66.9600
61,1.9769,22.2549,81.4706,2.2024,16.2700,68.7200
62,1.9972,22.7957,81.1828,2.2036,17.3800,68.2200
63,2.0148,22.3938,82.8185,2.2484,14.8200,68.7800
64,1.8270,35.8398,86.6211,2.2364,16.7400,69.0700
65,1.9020,32.1429,90.5462,2.1563,15.9400,72.7800
66,1.8309,34.9315,85.4207,2.1367,18.1200,73.2300
67,1.9283,35.3066,81.3953,2.1570,17.1500,71.7900
68,1.8792,35.1235,86.6810,2.0866,21.2100,77.0600
69,1.9780,28.6260,79.8664,2.1107,18.9000,76.3400
70,1.8260,27.4669,88.3011,2.1765,14.7900,73.2800
71,2.0313,24.3450,81.8777,2.0729,17.5000,77.2700
72,1.9414,22.5524,86.7133,2.0920,16.7800,76.7100
73,1.9696,24.9520,81.8618,2.0796,17.9800,74.4200
74,1.9531,29.0323,82.7263,2.0714,16.2000,76.8000
75,1.9326,29.9003,80.3987,2.1142,17.5700,75.1400
